index	genome	identifier	file	clip	scale	sum_stat	description
171	1	ENCFF174RHH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF174RHH.bigWig	32	2	mean	ChIP-seq:H3K36me3:heart left ventricle
172	1	ENCFF922UIX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF922UIX.bigWig	32	2	mean	"ATAC-seq::effector memory CD8-positive, alpha-beta T cell"
173	1	ENCFF427XPU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF427XPU.bigWig	32	2	mean	ChIP-seq:H3K27me3:heart right ventricle
174	1	ENCFF470DNA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF470DNA.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
175	1	ENCFF462JDJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF462JDJ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
176	1	ENCFF342GNP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF342GNP.bigWig	32	2	mean	DNase-seq::natural killer cell
177	1	ENCFF202HUV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF202HUV.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
178	1	ENCFF200CTF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF200CTF.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart left ventricle
179	1	ENCFF118TRJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF118TRJ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
180	1	ENCFF216SWA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF216SWA.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
181	1	ENCFF414RCI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF414RCI.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart right ventricle
182	1	ENCFF580MPO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF580MPO.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
183	1	ENCFF859SEG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF859SEG.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
184	1	ENCFF934ESI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF934ESI.bigWig	32	2	mean	"DNase-seq::naive thymus-derived CD8-positive, alpha-beta T cell"
185	1	ENCFF544SIY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF544SIY.bigWig	32	2	mean	DNase-seq::CD14-positive monocyte
186	1	ENCFF735AHG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF735AHG.bigWig	32	2	mean	ATAC-seq::T-helper 17 cell
187	1	ENCFF703VDW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF703VDW.bigWig	32	2	mean	ChIP-seq:CTCF:heart right ventricle
188	1	ENCFF499NHY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF499NHY.bigWig	32	2	mean	DNase-seq::T-cell
189	1	ENCFF764ETM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF764ETM.bigWig	32	2	mean	ChIP-seq:H3K27me3:heart right ventricle
190	1	ENCFF758OPC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF758OPC.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
191	1	ENCFF342AQY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF342AQY.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
192	1	ENCFF502BUJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF502BUJ.bigWig	32	2	mean	ChIP-seq:H3K9me3:heart right ventricle
193	1	ENCFF113ELV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF113ELV.bigWig	32	2	mean	DNase-seq::T-helper 17 cell
194	1	ENCFF686YVL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF686YVL.bigWig	32	2	mean	ChIP-seq:H3K36me3:heart right ventricle
195	1	ENCFF059XQQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF059XQQ.bigWig	32	2	mean	ChIP-seq:H3K9me3:heart right ventricle
196	1	ENCFF827IMZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF827IMZ.bigWig	32	2	mean	"DNase-seq::naive thymus-derived CD8-positive, alpha-beta T cell"
197	1	ENCFF325KOH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF325KOH.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
198	1	ENCFF820VJM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF820VJM.bigWig	32	2	mean	ChIP-seq:H3K4me3:heart right ventricle
199	1	ENCFF683PQQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF683PQQ.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
200	1	ENCFF656SAE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF656SAE.bigWig	32	2	mean	ChIP-seq:CTCF:heart left ventricle
201	1	ENCFF108TMD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF108TMD.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
202	1	ENCFF900YTP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF900YTP.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
203	1	ENCFF649KJD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF649KJD.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
204	1	ENCFF249BIJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF249BIJ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
205	1	ENCFF017PDC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF017PDC.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
206	1	ENCFF560FDE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF560FDE.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
207	1	ENCFF217JFX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF217JFX.bigWig	32	2	mean	ChIP-seq:CTCF:dorsolateral prefrontal cortex
208	1	ENCFF687KZW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF687KZW.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
209	1	ENCFF654CFQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF654CFQ.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
210	1	ENCFF126VHB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF126VHB.bigWig	32	2	mean	ChIP-seq:H3K27ac:dorsolateral prefrontal cortex
211	1	ENCFF647OBZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF647OBZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
212	1	ENCFF351MWG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF351MWG.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart left ventricle
213	1	ENCFF003AUO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF003AUO.bigWig	32	2	mean	ChIP-seq:H3K4me1:heart left ventricle
214	1	ENCFF407YHG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF407YHG.bigWig	32	2	mean	ChIP-seq:H3K27ac:heart left ventricle
215	1	ENCFF851WTB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF851WTB.bigWig	32	2	mean	ChIP-seq:H3K36me3:heart right ventricle
216	1	ENCFF931NSL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF931NSL.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
217	1	ENCFF123QKH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF123QKH.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
218	1	ENCFF426XFO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF426XFO.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
219	1	ENCFF018IDJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF018IDJ.bigWig	32	2	mean	ChIP-seq:H3K27me3:dorsolateral prefrontal cortex
220	1	ENCFF726JNZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF726JNZ.bigWig	32	2	mean	ChIP-seq:CTCF:neural progenitor cell
221	1	ENCFF020NMG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF020NMG.bigWig	32	2	mean	ChIP-seq:H3K36me3:pancreas
222	1	ENCFF855MTJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF855MTJ.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
223	1	ENCFF422IXS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF422IXS.bigWig	32	2	mean	ChIP-seq:H3K4me3:left ventricle myocardium inferior
224	1	ENCFF357PGY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF357PGY.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
225	1	ENCFF580HLW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF580HLW.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
226	1	ENCFF813UXN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF813UXN.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
227	1	ENCFF153ZPN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF153ZPN.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
228	1	ENCFF550NAZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF550NAZ.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
229	1	ENCFF121UBP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF121UBP.bigWig	32	2	mean	ChIP-seq:CTCF:left ventricle myocardium inferior
230	1	ENCFF472UDN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF472UDN.bigWig	32	2	mean	ChIP-seq:H3K4me3:pancreas
231	1	ENCFF145YIG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF145YIG.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
232	1	ENCFF878ZQA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF878ZQA.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
233	1	ENCFF335GSN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF335GSN.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
234	1	ENCFF464NVB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF464NVB.bigWig	32	2	mean	ATAC-seq::GM21619
235	1	ENCFF810NIV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF810NIV.bigWig	32	2	mean	ATAC-seq::HG02970
236	1	ENCFF973OZS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF973OZS.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
237	1	ENCFF820UCJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF820UCJ.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
238	1	ENCFF469IVT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF469IVT.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
239	1	ENCFF337VHH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF337VHH.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
240	1	ENCFF753DPM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF753DPM.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
241	1	ENCFF644VXY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF644VXY.bigWig	32	2	mean	ChIP-seq:H3K4me3:dorsolateral prefrontal cortex
242	1	ENCFF313UOT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF313UOT.bigWig	32	2	mean	ChIP-seq:H3K27ac:BLaER1
243	1	ENCFF563BTK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF563BTK.bigWig	32	2	mean	ChIP-seq:H3K27ac:BLaER1
244	1	ENCFF342UBF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF342UBF.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
245	1	ENCFF717GNA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF717GNA.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
246	1	ENCFF915CZZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF915CZZ.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
247	1	ENCFF807ITR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF807ITR.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
248	1	ENCFF168NAA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF168NAA.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
249	1	ENCFF249DHH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF249DHH.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
250	1	ENCFF718DRF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF718DRF.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
251	1	ENCFF582QOS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF582QOS.bigWig	32	2	mean	DNase-seq::RCC
252	1	ENCFF500QFS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF500QFS.bigWig	32	2	mean	DNase-seq::memory B cell
253	1	ENCFF667OTY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF667OTY.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
254	1	ENCFF801ICZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF801ICZ.bigWig	32	2	mean	ChIP-seq:Cebpa:BLaER1
255	1	ENCFF537KHP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF537KHP.bigWig	32	2	mean	ChIP-seq:Cebpa:BLaER1
256	1	ENCFF994HJN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF994HJN.bigWig	32	2	mean	DNase-seq::MCF 10A
257	1	ENCFF149ODX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF149ODX.bigWig	32	2	mean	ChIP-seq:H3K4me1:sigmoid colon
258	1	ENCFF301RKC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF301RKC.bigWig	32	2	mean	ChIP-seq:H3K4me3:skin epidermis
259	1	ENCFF026HSW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF026HSW.bigWig	32	2	mean	ChIP-seq:H3K4me3:esophagus squamous epithelium
260	1	ENCFF836IIA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF836IIA.bigWig	32	2	mean	ChIP-seq:H3K4me1:Peyer's patch
261	1	ENCFF842XYY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF842XYY.bigWig	32	2	mean	ChIP-seq:EP300:A549
262	1	ENCFF656LIW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF656LIW.bigWig	32	2	mean	ChIP-seq:H3K4me3:skin epidermis
263	1	ENCFF674HIP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF674HIP.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
264	1	ENCFF394OCM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF394OCM.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
265	1	ENCFF564BHK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF564BHK.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
266	1	ENCFF663NGR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF663NGR.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
267	1	ENCFF163EQY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF163EQY.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
268	1	ENCFF331JNU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF331JNU.bigWig	32	2	mean	ChIP-seq:NR3C1:A549
269	1	ENCFF062LMH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF062LMH.bigWig	32	2	mean	ChIP-seq:H3K9me3:right atrium auricular region
270	1	ENCFF601TQV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF601TQV.bigWig	32	2	mean	ChIP-seq:H3K4me3:uterus
271	1	ENCFF659TIB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF659TIB.bigWig	32	2	mean	ChIP-seq:CTCF:body of pancreas
272	1	ENCFF876TVJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF876TVJ.bigWig	32	2	mean	ChIP-seq:H3K9me3:spleen
273	1	ENCFF518AQO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF518AQO.bigWig	32	2	mean	ChIP-seq:H3K4me3:gastrocnemius medialis
274	1	ENCFF221QVE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF221QVE.bigWig	32	2	mean	ChIP-seq:CTCF:adrenal gland
275	1	ENCFF705BKP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF705BKP.bigWig	32	2	mean	ChIP-seq:H3K36me3:spleen
276	1	ENCFF679DGF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF679DGF.bigWig	32	2	mean	ChIP-seq:H3K4me1:spleen
277	1	ENCFF757KYK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF757KYK.bigWig	32	2	mean	ChIP-seq:H3K9me3:esophagus squamous epithelium
278	1	ENCFF863DZB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF863DZB.bigWig	32	2	mean	ChIP-seq:H3K27ac:testis
279	1	ENCFF889PDK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF889PDK.bigWig	32	2	mean	ChIP-seq:H3K27ac:tibial artery
280	1	ENCFF853XST	/home/suncz/work/s02/Encode_epigenome/data/ENCFF853XST.bigWig	32	2	mean	ChIP-seq:H3K4me3:tibial artery
281	1	ENCFF257PBV	/home/suncz/work/s02/Encode_epigenome/data/ENCFF257PBV.bigWig	32	2	mean	ChIP-seq:CTCF:uterus
282	1	ENCFF997VIZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF997VIZ.bigWig	32	2	mean	ChIP-seq:H3K4me1:transverse colon
283	1	ENCFF979IGD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF979IGD.bigWig	32	2	mean	ChIP-seq:H3K9me3:sigmoid colon
284	1	ENCFF475KYF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF475KYF.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
285	1	ENCFF501QAY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF501QAY.bigWig	32	2	mean	ChIP-seq:H3K4me3:esophagus muscularis mucosa
286	1	ENCFF206WAE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF206WAE.bigWig	32	2	mean	ChIP-seq:H3K4me1:tibial artery
287	1	ENCFF129EVK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF129EVK.bigWig	32	2	mean	ChIP-seq:H3K27ac:esophagus squamous epithelium
288	1	ENCFF775KFS	/home/suncz/work/s02/Encode_epigenome/data/ENCFF775KFS.bigWig	32	2	mean	ChIP-seq:H3K27me3:esophagus muscularis mucosa
289	1	ENCFF232XFG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF232XFG.bigWig	32	2	mean	ChIP-seq:H3K4me3:skin epidermis
290	1	ENCFF116SYZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF116SYZ.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
291	1	ENCFF461KEB	/home/suncz/work/s02/Encode_epigenome/data/ENCFF461KEB.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
292	1	ENCFF837WFZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF837WFZ.bigWig	32	2	mean	ChIP-seq:H3K27me3:spleen
293	1	ENCFF490HYH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF490HYH.bigWig	32	2	mean	ChIP-seq:CTCF:upper lobe of left lung
294	1	ENCFF753WNA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF753WNA.bigWig	32	2	mean	ChIP-seq:CTCF:spleen
295	1	ENCFF583SHF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF583SHF.bigWig	32	2	mean	ChIP-seq:H3K36me3:tibial nerve
296	1	ENCFF409QFE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF409QFE.bigWig	32	2	mean	ChIP-seq:H3K9me3:upper lobe of left lung
297	1	ENCFF179XXA	/home/suncz/work/s02/Encode_epigenome/data/ENCFF179XXA.bigWig	32	2	mean	ChIP-seq:H3K27me3:uterus
298	1	ENCFF611QWO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF611QWO.bigWig	32	2	mean	ChIP-seq:H3K36me3:uterus
299	1	ENCFF746KCC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF746KCC.bigWig	32	2	mean	ChIP-seq:H3K4me3:upper lobe of left lung
300	1	ENCFF016IVU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF016IVU.bigWig	32	2	mean	ChIP-seq:H3K36me3:Peyer's patch
301	1	ENCFF354VRH	/home/suncz/work/s02/Encode_epigenome/data/ENCFF354VRH.bigWig	32	2	mean	ChIP-seq:H3K27ac:gastroesophageal sphincter
302	1	ENCFF514XAY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF514XAY.bigWig	32	2	mean	ChIP-seq:H3K27ac:gastrocnemius medialis
303	1	ENCFF565SOY	/home/suncz/work/s02/Encode_epigenome/data/ENCFF565SOY.bigWig	32	2	mean	ChIP-seq:H3K27me3:gastrocnemius medialis
304	1	ENCFF638EXT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF638EXT.bigWig	32	2	mean	ChIP-seq:CTCF:thyroid gland
305	1	ENCFF760XNC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF760XNC.bigWig	32	2	mean	ChIP-seq:H3K27ac:esophagus muscularis mucosa
306	1	ENCFF395ZNW	/home/suncz/work/s02/Encode_epigenome/data/ENCFF395ZNW.bigWig	32	2	mean	ChIP-seq:H3K27me3:sigmoid colon
307	1	ENCFF928WZU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF928WZU.bigWig	32	2	mean	ChIP-seq:H3K27ac:sigmoid colon
308	1	ENCFF041JGZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF041JGZ.bigWig	32	2	mean	ChIP-seq:CTCF:tibial nerve
309	1	ENCFF943ENO	/home/suncz/work/s02/Encode_epigenome/data/ENCFF943ENO.bigWig	32	2	mean	ChIP-seq:H3K27ac:skin epidermis
310	1	ENCFF303PQE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF303PQE.bigWig	32	2	mean	ChIP-seq:H3K9me3:upper lobe of left lung
311	1	ENCFF247XQQ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF247XQQ.bigWig	32	2	mean	ChIP-seq:H3K36me3:gastroesophageal sphincter
312	1	ENCFF454VFL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF454VFL.bigWig	32	2	mean	ChIP-seq:CTCF:thyroid gland
313	1	ENCFF763PNN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF763PNN.bigWig	32	2	mean	ChIP-seq:H3K4me1:parathyroid adenoma
314	1	ENCFF198RNP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF198RNP.bigWig	32	2	mean	ChIP-seq:H3K27ac:esophagus muscularis mucosa
315	1	ENCFF377NOI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF377NOI.bigWig	32	2	mean	ChIP-seq:H3K36me3:tibial artery
316	1	ENCFF778YHU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF778YHU.bigWig	32	2	mean	ChIP-seq:RAD21:A549
317	1	ENCFF704QHU	/home/suncz/work/s02/Encode_epigenome/data/ENCFF704QHU.bigWig	32	2	mean	ChIP-seq:H3K9me3:WERI-Rb-1
318	1	ENCFF633EEI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF633EEI.bigWig	32	2	mean	ChIP-seq:H3K4me3:esophagus muscularis mucosa
319	1	ENCFF492AAK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF492AAK.bigWig	32	2	mean	ATAC-seq::GM19351
320	1	ENCFF527PZR	/home/suncz/work/s02/Encode_epigenome/data/ENCFF527PZR.bigWig	32	2	mean	ChIP-seq:H3K9me3:upper lobe of left lung
321	1	ENCFF356GJD	/home/suncz/work/s02/Encode_epigenome/data/ENCFF356GJD.bigWig	32	2	mean	ChIP-seq:H3K4me3:spleen
322	1	ENCFF354KNF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF354KNF.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
323	1	ENCFF607QZL	/home/suncz/work/s02/Encode_epigenome/data/ENCFF607QZL.bigWig	32	2	mean	ChIP-seq:H3K27ac:motor neuron
324	1	ENCFF968BOK	/home/suncz/work/s02/Encode_epigenome/data/ENCFF968BOK.bigWig	32	2	mean	ATAC-seq::GM19467
325	1	ENCFF656WBC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF656WBC.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
326	1	ENCFF394NKN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF394NKN.bigWig	32	2	mean	ATAC-seq::GM21576
327	1	ENCFF346EOF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF346EOF.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
328	1	ENCFF681IJJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF681IJJ.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
329	1	ENCFF644ULT	/home/suncz/work/s02/Encode_epigenome/data/ENCFF644ULT.bigWig	32	2	mean	ChIP-seq:CTCF:stomach
330	1	ENCFF476YVZ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF476YVZ.bigWig	32	2	mean	DNase-seq::head of caudate nucleus
331	1	ENCFF846KJP	/home/suncz/work/s02/Encode_epigenome/data/ENCFF846KJP.bigWig	32	2	mean	ChIP-seq:H3K36me3:thyroid gland
332	1	ENCFF111HAF	/home/suncz/work/s02/Encode_epigenome/data/ENCFF111HAF.bigWig	32	2	mean	ATAC-seq::HG03175
333	1	ENCFF428MNI	/home/suncz/work/s02/Encode_epigenome/data/ENCFF428MNI.bigWig	32	2	mean	ATAC-seq::HG03196
334	1	ENCFF780XBG	/home/suncz/work/s02/Encode_epigenome/data/ENCFF780XBG.bigWig	32	2	mean	ATAC-seq::B cell
335	1	ENCFF394GBX	/home/suncz/work/s02/Encode_epigenome/data/ENCFF394GBX.bigWig	32	2	mean	DNase-seq::posterior cingulate gyrus
336	1	ENCFF668HMM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF668HMM.bigWig	32	2	mean	ChIP-seq:H3K4me3:esophagus muscularis mucosa
337	1	ENCFF717GTC	/home/suncz/work/s02/Encode_epigenome/data/ENCFF717GTC.bigWig	32	2	mean	ATAC-seq::GM21515
338	1	ENCFF993ISE	/home/suncz/work/s02/Encode_epigenome/data/ENCFF993ISE.bigWig	32	2	mean	ChIP-seq:H3K4me3:upper lobe of left lung
339	1	ENCFF258AWM	/home/suncz/work/s02/Encode_epigenome/data/ENCFF258AWM.bigWig	32	2	mean	DNase-seq::dorsolateral prefrontal cortex
340	1	ENCFF573MTN	/home/suncz/work/s02/Encode_epigenome/data/ENCFF573MTN.bigWig	32	2	mean	ATAC-seq::HG02852
341	1	ENCFF432KBJ	/home/suncz/work/s02/Encode_epigenome/data/ENCFF432KBJ.bigWig	32	2	mean	ATAC-seq::GM18498
